GUID,Key,Russian,English,German,Spanish,Korean,French,Portuguese,Japanese,Italian,Chinese,Thai,Indonesian
5a0c6f35-beb5-4dda-a6cb-da220f8b2490,ui.language.afrikaans,Африкаанс,Afrikaans,Afrikaans,africaans,아프리카 어,afrikaans,afrikaans,アフリカーンス語,afrikaans,南非荷兰语,ภาษาแอฟริกัน,Afrikanas
19c15a6c-2093-4738-90dd-fb460bb30f4a,ui.language.arabic,Арабский,Arab,Arabisch,árabe,아라비아 사람,arabe,árabe,アラブ,arabo,阿拉伯,อาหรับ,Arab
345527dc-1395-48fb-9269-528ea21b9aa6,ui.language.basque,Баскский,Basque,baskisch,vasco,바스크 사람,Basque,basco,バスク語,basco,巴斯克,ภาษาบาสก์,Bahasa Basque
31cc943f-9362-422d-a4e6-c6fe08077672,ui.language.belarusian,Белорусский,Belorussian,Weißrussisch,bielorruso,벨라루스어,biélorusse,Bielorrusso,ベラルーシ語,bielorusso,白俄罗斯,เบลารุส,Belarusia
e78ada1e-19e0-4004-b976-75966b1b8326,ui.language.bulgarian,Болгарский,Bulgarian,bulgarisch,búlgaro,불가리아 사람,bulgare,búlgaro,ブルガリア語,bulgaro,保加利亚语,บัลแกเรีย,Bulgaria
b1a0431e-c5bc-44f3-8a5d-1ee1c7e873df,ui.language.catalan,Каталанский,Catalan,katalanisch,catalán,카탈로니아 사람,catalan,catalão,カタルーニャ語,catalano,加泰罗尼亚语,คาตาลัน,Katalan
35251be8-2751-4c4a-aa16-1c3740ee6f33,ui.language.chinese,Китайский,Chinese,chinesisch,Chino,중국인,Chinois,chinês,中国語,cinese,中国人,ชาวจีน,Cina
aa215960-41bd-4e48-ae2d-bc96f2a57255,ui.language.czech,Чешский,Czech,tschechisch,checo,체코 사람,tchèque,tcheco,チェコ語,ceco,捷克语,เช็ก,Ceko
690b1036-346d-40ec-9c1c-463419de88ee,ui.language.danish,Датский,Danish,dänisch,danés,덴마크 말,danois,dinamarquês,デンマーク語,danese,丹麦语,เดนมาร์ก,Denmark
f97d79a5-142b-484e-a4c0-adb9c1fa26c5,ui.language.dutch,Голландский,Dutch,Niederländisch,Holandés,네덜란드 사람,Néerlandais,Holandês,オランダ語,Olandese,荷兰语,ดัตช์,Belanda
62fac5c7-6677-47ef-9c8d-f494ebbb8fd0,ui.language.english,Английский,English,Englisch,Inglés,영어,Anglais,Inglês,英語,Inglese,英语,ภาษาอังกฤษ,Bahasa inggris
7fdcb263-ccfd-4484-9951-9299a5c191f9,ui.language.estonian,Эстонский,Estonian,estnisch,estonio,에스토니아 사람,estonien,estoniano,エストニア語,estone,爱沙尼亚语,เอสโตเนีย,Estonia
0c2b8491-5335-4fa3-bfd4-8464ce808522,ui.language.faroese,Фарерский,Faroese,Färöisch,feroés,페로어,Féroïen,Feroês,フェロー語,Faroese,法罗群岛,แฟโร,Bahasa Faroe
f9993a47-0b61-4cf0-948c-30fb97c8f1e3,ui.language.finnish,Финский,Finnish,finnisch,finlandés,핀란드어,finlandais,finlandês,フィンランド語,finlandese,芬兰,ฟินแลนด์,Finlandia
a99ff176-9032-4c8a-830b-2c8d7a37e849,ui.language.french,Французский,French,Französisch,Francés,프랑스 국민,Français,Francês,フランス語,francese,法语,ภาษาฝรั่งเศส,Perancis
984e81d6-18f6-4702-a2fa-de9df8cdbda8,ui.language.german,Немецкий,German,Deutsch,Alemán,독일 사람,Allemand,Alemão,ドイツ語,tedesco,德语,ภาษาเยอรมัน,Jerman
620f437f-f35e-4a54-a032-0e12520d99c8,ui.language.greek,Греческий,Greek,griechisch,Griego,그리스 사람,grec,grego,ギリシャ語,greco,希腊语,กรีก,Orang yunani
7468f8e8-601f-4686-880e-b8999a3eb94a,ui.language.hebrew,Иврит,Hebrew,hebräisch,hebreo,헤브라이 사람,hébreu,hebraico,ヘブライ語,ebraico,希伯来语,ภาษาฮีบรู,Ibrani
7911c9c8-ee0a-491d-b74a-98d616ec5b73,ui.language.hungarian,Венгерский,Hungarian,ungarisch,húngaro,헝가리 인,hongrois,húngaro,ハンガリー語,ungherese,匈牙利,ฮังการี,Hongaria
2df8e507-c835-40fb-ac95-5680956a1886,ui.language.icelandic,Исландский,Icelandic,isländisch,islandés,아이슬란드어,islandais,islandês,アイスランド語,islandese,冰岛语,ไอซ์แลนด์,Islandia
9a3971bb-d5b0-465a-8fde-17eb9a5031fe,ui.language.indonesian,Индонезийский,Indonesian,Indonesisch,indonesio,인도네시아 인,indonésien,indonésio,インドネシア語,indonesiano,印度尼西亚,ชาวอินโดนีเซีย,Indonesia
12b408ec-9600-438b-837b-1c443507ff05,ui.language.italian,Итальянский,Italian,Italienisch,italiano,이탈리아 사람,italien,italiano,イタリア語,Italiano,意大利语,อิตาลี,Italia
9a3e2cf3-52d1-4cdf-afee-9d87ca405543,ui.language.japanese,Японский,Japanese,japanisch,japonés,일본어,japonais,japonês,日本語,giapponese,日本人,ญี่ปุ่น,Jepang
92e14bc7-eb44-4702-a9d1-57b6400ba4e8,ui.language.korean,Корейский,Korean,Koreanisch,coreano,한국인,coréen,coreano,韓国語,coreano,韩国人,เกาหลี,Korea
141a465f-a160-415b-aa52-51dc8e1424ac,ui.language.latvian,Латышский,Latvian,lettisch,letón,라트비아 사람,letton,letão,ラトビア語,lettone,拉脱维亚语,ลัตเวีย,Latvia
2f9f93ab-ff82-46a0-a8a7-572aa892badd,ui.language.lithuanian,Литовский,Lithuanian,litauisch,lituano,리투아니아 사람,lituanien,lituano,リトアニア語,lituano,立陶宛语,ลิทัวเนีย,Lithuania
9358c25a-d4e0-443d-b2f4-b7b4fbbae751,ui.language.norwegian,Норвежский,Norwegian,norwegisch,noruego,노르웨이 인,norvégien,norueguês,ノルウェー語,norvegese,挪威,นอร์เวย์,Norwegia
8b26b8b9-e764-4de6-9517-96f44cf13e60,ui.language.polish,Польский,Polish,Polieren,Polaco,광택,polonais,polonês,研磨,Polacco,抛光,ขัด,Polandia
75c5be58-c5fe-4ca0-bd25-c79642014715,ui.language.portuguese,Португальский,Portuguese,Portugiesisch,portugués,포르투갈 인,portugais,Português,ポルトガル語,portoghese,葡萄牙语,โปรตุเกส,Portugis
da783227-992e-4175-aa04-ffaf5432b1b5,ui.language.romanian,Румынский,Romanian,rumänisch,rumano,루마니아 사람,roumain,romeno,ルーマニア語,rumeno,罗马尼亚语,โรมาเนีย,Rumania
